appointment_id,date,scheduled_time,carrier_id,carrier_name,dock_door,destination_zone,shipment_size,pallet_count,expected_duration_mins,po_number,priority
APT-000701,2026-03-07,2026-03-07 10:15,CAR-026,Zenith Transit,7,A,medium,13,50,PO-823546,standard
APT-000702,2026-03-07,2026-03-07 12:15,CAR-007,Global Supply Inc,7,D,small,2,33,PO-575309,expedited
APT-000703,2026-03-07,2026-03-07 17:45,CAR-022,Vanguard Carriers,10,D,small,9,27,PO-416345,standard
APT-000704,2026-03-07,2026-03-07 18:15,CAR-011,Keystone Transit,6,C,small,10,38,PO-786333,hot
APT-000705,2026-03-07,2026-03-07 08:00,CAR-019,Summit Logistics,1,A,small,6,40,PO-988492,standard
APT-000706,2026-03-07,2026-03-07 15:00,CAR-019,Summit Logistics,8,A,large,52,61,PO-368334,hot
APT-000707,2026-03-07,2026-03-07 08:15,CAR-026,Zenith Transit,2,C,medium,26,39,PO-784503,hot
APT-000708,2026-03-07,2026-03-07 11:00,CAR-029,Crest Transport,4,B,small,2,26,PO-747562,standard
APT-000709,2026-03-07,2026-03-07 14:45,CAR-019,Summit Logistics,2,B,medium,19,57,PO-247717,hot
APT-000710,2026-03-08,2026-03-08 14:00,CAR-007,Global Supply Inc,3,B,medium,16,65,PO-145984,standard
APT-000711,2026-03-08,2026-03-08 13:30,CAR-014,Northstar Logistics,4,B,small,4,34,PO-631802,expedited
APT-000712,2026-03-08,2026-03-08 14:00,CAR-021,UnionLine Co,3,A,large,38,91,PO-587105,hot
APT-000713,2026-03-08,2026-03-08 12:00,CAR-015,Omega Transport,8,A,large,50,59,PO-280850,expedited
APT-000714,2026-03-08,2026-03-08 07:00,CAR-028,Beacon Express,2,B,large,47,62,PO-502270,standard
APT-000715,2026-03-08,2026-03-08 12:30,CAR-028,Beacon Express,1,B,large,43,68,PO-556426,standard
APT-000716,2026-03-08,2026-03-08 14:15,CAR-001,Apex Freight,2,C,medium,13,46,PO-106947,standard
APT-000717,2026-03-08,2026-03-08 16:30,CAR-021,UnionLine Co,9,A,small,1,29,PO-356211,expedited
APT-000718,2026-03-08,2026-03-08 10:15,CAR-007,Global Supply Inc,1,D,small,9,29,PO-422044,standard
APT-000719,2026-03-09,2026-03-09 16:30,CAR-003,Coastal Transit Co,5,D,medium,22,51,PO-811842,hot
APT-000720,2026-03-09,2026-03-09 07:45,CAR-027,Atlas Logistics,10,B,small,1,38,PO-476923,expedited
APT-000721,2026-03-09,2026-03-09 11:15,CAR-028,Beacon Express,1,C,small,4,23,PO-397376,standard
APT-000722,2026-03-09,2026-03-09 15:00,CAR-029,Crest Transport,7,C,medium,20,40,PO-966347,expedited
APT-000723,2026-03-09,2026-03-09 21:45,CAR-018,Ridgeline Shipping,4,A,medium,21,61,PO-450359,standard
APT-000724,2026-03-09,2026-03-09 12:00,CAR-020,Titan Transport,6,A,medium,23,44,PO-998874,expedited
APT-000725,2026-03-09,2026-03-09 14:00,CAR-018,Ridgeline Shipping,6,A,large,39,73,PO-393704,expedited
APT-000726,2026-03-09,2026-03-09 17:00,CAR-029,Crest Transport,4,C,small,6,26,PO-733874,standard
APT-000727,2026-03-09,2026-03-09 15:15,CAR-019,Summit Logistics,1,A,small,3,37,PO-221081,standard
APT-000728,2026-03-09,2026-03-09 18:45,CAR-012,Lodestar Freight,2,A,small,8,35,PO-442700,standard
APT-000729,2026-03-09,2026-03-09 19:45,CAR-018,Ridgeline Shipping,8,D,medium,25,40,PO-617400,expedited
APT-000730,2026-03-09,2026-03-09 18:15,CAR-024,Xenith Shipping,6,B,small,6,33,PO-798759,standard
APT-000731,2026-03-09,2026-03-09 21:00,CAR-009,Ironside Shipping,9,B,large,32,89,PO-846811,standard
APT-000732,2026-03-09,2026-03-09 13:00,CAR-011,Keystone Transit,8,D,large,51,58,PO-463165,standard
APT-000733,2026-03-09,2026-03-09 11:00,CAR-013,Meridian Movers,5,D,large,34,80,PO-944021,standard
APT-000734,2026-03-09,2026-03-09 06:45,CAR-029,Crest Transport,3,C,medium,22,45,PO-176548,expedited
APT-000735,2026-03-09,2026-03-09 15:00,CAR-023,Western Freight,7,D,small,5,20,PO-796314,standard
APT-000736,2026-03-09,2026-03-09 09:45,CAR-027,Atlas Logistics,9,A,medium,21,63,PO-792855,expedited
APT-000737,2026-03-09,2026-03-09 16:30,CAR-017,Quantum Freight,7,A,small,7,36,PO-161744,expedited
APT-000738,2026-03-09,2026-03-09 15:15,CAR-003,Coastal Transit Co,7,D,small,7,27,PO-170440,expedited
APT-000739,2026-03-09,2026-03-09 09:00,CAR-004,Delta Haulers,6,D,small,7,40,PO-431770,expedited
APT-000740,2026-03-09,2026-03-09 18:30,CAR-002,Blue Ridge Logistics,9,C,small,9,28,PO-559051,expedited
APT-000741,2026-03-10,2026-03-10 07:45,CAR-020,Titan Transport,2,A,small,8,37,PO-978739,standard
APT-000742,2026-03-10,2026-03-10 11:00,CAR-016,Pacific Haul,10,B,medium,21,42,PO-126368,standard
APT-000743,2026-03-10,2026-03-10 14:00,CAR-029,Crest Transport,8,B,medium,15,47,PO-513845,standard
APT-000744,2026-03-10,2026-03-10 10:15,CAR-014,Northstar Logistics,9,D,small,5,29,PO-329119,standard
APT-000745,2026-03-10,2026-03-10 10:15,CAR-024,Xenith Shipping,7,A,medium,21,47,PO-269715,hot
APT-000746,2026-03-10,2026-03-10 08:15,CAR-011,Keystone Transit,4,C,large,36,70,PO-324511,standard
APT-000747,2026-03-10,2026-03-10 13:00,CAR-001,Apex Freight,7,D,large,43,61,PO-485987,standard
APT-000748,2026-03-10,2026-03-10 20:15,CAR-021,UnionLine Co,10,A,small,3,21,PO-125509,standard
APT-000749,2026-03-10,2026-03-10 11:30,CAR-027,Atlas Logistics,10,A,medium,20,62,PO-775774,expedited
APT-000750,2026-03-10,2026-03-10 16:30,CAR-020,Titan Transport,6,B,small,5,26,PO-119293,standard
APT-000751,2026-03-10,2026-03-10 12:45,CAR-013,Meridian Movers,7,A,small,5,25,PO-798386,hot
APT-000752,2026-03-10,2026-03-10 14:30,CAR-009,Ironside Shipping,2,A,large,40,88,PO-847480,expedited
APT-000753,2026-03-10,2026-03-10 06:30,CAR-019,Summit Logistics,8,B,medium,14,41,PO-817771,standard
APT-000754,2026-03-10,2026-03-10 13:30,CAR-015,Omega Transport,2,B,small,4,32,PO-272518,standard
APT-000755,2026-03-10,2026-03-10 09:30,CAR-016,Pacific Haul,7,A,large,49,89,PO-121850,standard
APT-000756,2026-03-10,2026-03-10 10:00,CAR-021,UnionLine Co,4,C,large,30,57,PO-312780,expedited
APT-000757,2026-03-10,2026-03-10 19:45,CAR-001,Apex Freight,4,D,large,48,63,PO-486799,standard
APT-000758,2026-03-10,2026-03-10 17:00,CAR-025,Yukon Haulers,9,B,small,1,34,PO-837026,expedited
APT-000759,2026-03-10,2026-03-10 09:15,CAR-010,Juno Carriers,8,D,medium,18,40,PO-144568,standard
APT-000760,2026-03-10,2026-03-10 14:30,CAR-019,Summit Logistics,10,B,medium,12,37,PO-121908,standard
APT-000761,2026-03-10,2026-03-10 13:45,CAR-002,Blue Ridge Logistics,6,A,small,8,30,PO-150711,expedited
APT-000762,2026-03-10,2026-03-10 10:45,CAR-002,Blue Ridge Logistics,7,A,small,2,21,PO-295041,hot
APT-000763,2026-03-10,2026-03-10 14:30,CAR-017,Quantum Freight,3,D,large,51,99,PO-128166,standard
APT-000764,2026-03-10,2026-03-10 16:15,CAR-029,Crest Transport,3,D,medium,15,49,PO-185565,expedited
APT-000765,2026-03-10,2026-03-10 06:15,CAR-026,Zenith Transit,8,A,medium,25,39,PO-131826,standard
APT-000766,2026-03-10,2026-03-10 19:15,CAR-012,Lodestar Freight,7,B,medium,16,55,PO-958008,standard
APT-000767,2026-03-10,2026-03-10 12:00,CAR-005,Eastern Express,3,B,medium,25,65,PO-993562,standard
APT-000768,2026-03-10,2026-03-10 13:45,CAR-005,Eastern Express,1,A,large,45,71,PO-114121,expedited
APT-000769,2026-03-10,2026-03-10 08:30,CAR-002,Blue Ridge Logistics,4,B,small,6,25,PO-234290,expedited
APT-000770,2026-03-11,2026-03-11 13:15,CAR-001,Apex Freight,8,A,small,2,20,PO-656602,standard
APT-000771,2026-03-11,2026-03-11 19:15,CAR-014,Northstar Logistics,6,B,large,29,70,PO-906717,standard
APT-000772,2026-03-11,2026-03-11 17:45,CAR-007,Global Supply Inc,3,A,large,38,56,PO-163610,expedited
APT-000773,2026-03-11,2026-03-11 07:45,CAR-007,Global Supply Inc,2,A,small,10,40,PO-704514,hot
APT-000774,2026-03-11,2026-03-11 11:30,CAR-014,Northstar Logistics,1,B,large,36,89,PO-973721,expedited
APT-000775,2026-03-11,2026-03-11 12:30,CAR-014,Northstar Logistics,5,C,small,10,20,PO-302802,standard
APT-000776,2026-03-11,2026-03-11 16:30,CAR-022,Vanguard Carriers,1,B,small,5,39,PO-611698,expedited
APT-000777,2026-03-11,2026-03-11 11:00,CAR-014,Northstar Logistics,8,C,large,31,82,PO-874232,standard
APT-000778,2026-03-11,2026-03-11 09:00,CAR-024,Xenith Shipping,1,A,small,2,25,PO-895455,standard
APT-000779,2026-03-11,2026-03-11 06:30,CAR-010,Juno Carriers,10,D,medium,13,62,PO-172578,standard
APT-000780,2026-03-11,2026-03-11 11:00,CAR-014,Northstar Logistics,7,D,large,30,74,PO-790491,standard
APT-000781,2026-03-11,2026-03-11 20:30,CAR-022,Vanguard Carriers,10,C,large,51,93,PO-788093,standard
APT-000782,2026-03-11,2026-03-11 14:15,CAR-005,Eastern Express,8,C,large,50,93,PO-144683,expedited
APT-000783,2026-03-11,2026-03-11 09:15,CAR-009,Ironside Shipping,2,A,large,50,59,PO-968269,expedited
APT-000784,2026-03-11,2026-03-11 13:30,CAR-010,Juno Carriers,9,B,medium,22,35,PO-466463,expedited
APT-000785,2026-03-11,2026-03-11 11:00,CAR-023,Western Freight,5,C,medium,18,52,PO-320663,hot
APT-000786,2026-03-11,2026-03-11 11:15,CAR-013,Meridian Movers,5,D,large,52,64,PO-601403,expedited
APT-000787,2026-03-11,2026-03-11 14:15,CAR-005,Eastern Express,8,A,medium,14,61,PO-226314,expedited
APT-000788,2026-03-11,2026-03-11 16:15,CAR-018,Ridgeline Shipping,2,D,small,1,35,PO-347476,expedited
APT-000789,2026-03-11,2026-03-11 09:45,CAR-023,Western Freight,7,A,small,5,29,PO-337684,standard
APT-000790,2026-03-11,2026-03-11 10:30,CAR-028,Beacon Express,9,A,medium,11,40,PO-955901,standard
APT-000791,2026-03-11,2026-03-11 12:15,CAR-011,Keystone Transit,9,B,medium,19,46,PO-460436,standard
APT-000792,2026-03-11,2026-03-11 19:15,CAR-008,Horizon Logistics,1,B,small,1,29,PO-275384,standard
APT-000793,2026-03-11,2026-03-11 13:15,CAR-016,Pacific Haul,4,C,large,51,92,PO-277790,standard
APT-000794,2026-03-12,2026-03-12 17:45,CAR-021,UnionLine Co,5,A,large,36,94,PO-192419,expedited
APT-000795,2026-03-12,2026-03-12 16:45,CAR-003,Coastal Transit Co,4,B,small,1,33,PO-883379,standard
APT-000796,2026-03-12,2026-03-12 11:45,CAR-023,Western Freight,1,D,large,36,96,PO-260312,standard
APT-000797,2026-03-12,2026-03-12 07:45,CAR-003,Coastal Transit Co,6,A,small,10,31,PO-376684,standard
APT-000798,2026-03-12,2026-03-12 09:45,CAR-012,Lodestar Freight,10,C,large,33,69,PO-696451,expedited
APT-000799,2026-03-12,2026-03-12 10:15,CAR-029,Crest Transport,10,A,medium,14,44,PO-197550,hot
APT-000800,2026-03-12,2026-03-12 10:00,CAR-011,Keystone Transit,8,D,medium,19,35,PO-290493,standard
APT-000801,2026-03-12,2026-03-12 19:45,CAR-022,Vanguard Carriers,4,B,small,2,26,PO-581905,hot
APT-000802,2026-03-12,2026-03-12 11:00,CAR-010,Juno Carriers,6,B,medium,14,51,PO-747858,standard
APT-000803,2026-03-12,2026-03-12 06:30,CAR-024,Xenith Shipping,5,C,large,44,77,PO-599733,standard
APT-000804,2026-03-12,2026-03-12 09:15,CAR-013,Meridian Movers,1,B,medium,17,35,PO-494163,standard
APT-000805,2026-03-12,2026-03-12 17:45,CAR-023,Western Freight,10,B,large,48,84,PO-345226,standard
APT-000806,2026-03-12,2026-03-12 11:15,CAR-020,Titan Transport,4,A,medium,23,35,PO-795509,expedited
APT-000807,2026-03-12,2026-03-12 11:15,CAR-012,Lodestar Freight,7,D,medium,16,58,PO-380488,standard
APT-000808,2026-03-12,2026-03-12 12:15,CAR-002,Blue Ridge Logistics,8,B,small,6,38,PO-730243,standard
APT-000809,2026-03-12,2026-03-12 09:30,CAR-017,Quantum Freight,1,A,medium,15,62,PO-574701,standard
APT-000810,2026-03-12,2026-03-12 11:30,CAR-014,Northstar Logistics,4,D,large,33,80,PO-221208,standard
APT-000811,2026-03-12,2026-03-12 17:15,CAR-017,Quantum Freight,6,D,large,48,87,PO-104697,expedited
APT-000812,2026-03-12,2026-03-12 20:45,CAR-028,Beacon Express,9,B,medium,19,47,PO-258618,standard
APT-000813,2026-03-12,2026-03-12 10:15,CAR-025,Yukon Haulers,10,B,large,42,60,PO-950193,hot
APT-000814,2026-03-13,2026-03-13 14:45,CAR-014,Northstar Logistics,7,C,medium,26,43,PO-443008,standard
APT-000815,2026-03-13,2026-03-13 12:45,CAR-002,Blue Ridge Logistics,9,D,small,7,26,PO-212485,standard
APT-000816,2026-03-13,2026-03-13 09:15,CAR-008,Horizon Logistics,1,B,large,45,58,PO-897890,standard
APT-000817,2026-03-13,2026-03-13 14:00,CAR-024,Xenith Shipping,1,B,small,4,40,PO-218885,hot
APT-000818,2026-03-13,2026-03-13 12:15,CAR-014,Northstar Logistics,5,C,medium,21,62,PO-812001,hot
APT-000819,2026-03-13,2026-03-13 15:30,CAR-008,Horizon Logistics,3,D,small,7,31,PO-787727,expedited
APT-000820,2026-03-13,2026-03-13 08:30,CAR-005,Eastern Express,10,C,large,28,96,PO-152645,standard
APT-000821,2026-03-13,2026-03-13 13:30,CAR-007,Global Supply Inc,9,A,large,47,74,PO-320570,standard
APT-000822,2026-03-13,2026-03-13 08:45,CAR-016,Pacific Haul,6,C,large,32,65,PO-870645,standard
APT-000823,2026-03-13,2026-03-13 21:45,CAR-009,Ironside Shipping,9,B,medium,26,51,PO-473361,expedited
APT-000824,2026-03-13,2026-03-13 09:15,CAR-012,Lodestar Freight,2,A,small,10,35,PO-699738,standard
APT-000825,2026-03-13,2026-03-13 13:15,CAR-023,Western Freight,10,B,small,3,40,PO-791407,expedited
APT-000826,2026-03-13,2026-03-13 16:45,CAR-016,Pacific Haul,3,D,large,52,94,PO-861217,expedited
APT-000827,2026-03-13,2026-03-13 12:30,CAR-011,Keystone Transit,2,A,medium,11,61,PO-811947,hot
APT-000828,2026-03-13,2026-03-13 15:00,CAR-015,Omega Transport,4,B,medium,26,65,PO-261860,standard
APT-000829,2026-03-13,2026-03-13 13:00,CAR-025,Yukon Haulers,7,D,medium,26,64,PO-716736,hot
APT-000830,2026-03-13,2026-03-13 06:15,CAR-006,Freightliner Prime,7,D,large,32,55,PO-336862,hot
APT-000831,2026-03-13,2026-03-13 20:15,CAR-021,UnionLine Co,3,D,large,27,79,PO-780646,standard
APT-000832,2026-03-13,2026-03-13 08:30,CAR-009,Ironside Shipping,4,B,small,2,35,PO-544550,standard
APT-000833,2026-03-13,2026-03-13 09:30,CAR-012,Lodestar Freight,2,C,small,8,33,PO-242092,standard
APT-000834,2026-03-13,2026-03-13 18:45,CAR-021,UnionLine Co,10,B,large,27,77,PO-262862,standard
APT-000835,2026-03-13,2026-03-13 14:15,CAR-029,Crest Transport,9,B,small,3,35,PO-480847,standard
APT-000836,2026-03-13,2026-03-13 09:45,CAR-019,Summit Logistics,8,B,small,4,37,PO-862221,standard
APT-000837,2026-03-13,2026-03-13 12:00,CAR-030,Drift Logistics,5,B,medium,26,54,PO-655242,standard
APT-000838,2026-03-13,2026-03-13 20:00,CAR-001,Apex Freight,8,A,small,3,22,PO-401181,standard
APT-000839,2026-03-13,2026-03-13 21:00,CAR-004,Delta Haulers,2,B,medium,23,35,PO-913799,standard
APT-000840,2026-03-13,2026-03-13 06:15,CAR-019,Summit Logistics,6,A,medium,14,59,PO-112366,hot
APT-000841,2026-03-14,2026-03-14 16:45,CAR-022,Vanguard Carriers,7,B,large,36,84,PO-603789,expedited
APT-000842,2026-03-14,2026-03-14 15:45,CAR-014,Northstar Logistics,2,A,large,52,62,PO-771161,standard
APT-000843,2026-03-14,2026-03-14 11:30,CAR-017,Quantum Freight,3,A,medium,21,42,PO-579667,standard
APT-000844,2026-03-14,2026-03-14 13:45,CAR-020,Titan Transport,10,B,medium,19,35,PO-483289,expedited
APT-000845,2026-03-14,2026-03-14 20:00,CAR-030,Drift Logistics,4,A,small,2,24,PO-955696,expedited
APT-000846,2026-03-14,2026-03-14 11:45,CAR-003,Coastal Transit Co,10,B,small,4,37,PO-775430,hot
APT-000847,2026-03-14,2026-03-14 14:15,CAR-021,UnionLine Co,1,D,large,39,69,PO-470288,expedited
APT-000848,2026-03-14,2026-03-14 21:15,CAR-015,Omega Transport,2,C,large,46,88,PO-935730,expedited
APT-000849,2026-03-14,2026-03-14 11:45,CAR-013,Meridian Movers,2,A,large,29,98,PO-156034,standard
APT-000850,2026-03-14,2026-03-14 08:15,CAR-023,Western Freight,9,D,medium,26,63,PO-932660,standard
APT-000851,2026-03-14,2026-03-14 12:45,CAR-023,Western Freight,8,B,medium,12,59,PO-400624,standard
APT-000852,2026-03-14,2026-03-14 10:30,CAR-003,Coastal Transit Co,3,C,small,9,26,PO-505951,standard
APT-000853,2026-03-14,2026-03-14 21:00,CAR-002,Blue Ridge Logistics,6,B,medium,12,49,PO-584570,expedited
APT-000854,2026-03-14,2026-03-14 07:30,CAR-021,UnionLine Co,8,A,small,2,34,PO-407346,expedited
APT-000855,2026-03-14,2026-03-14 14:30,CAR-019,Summit Logistics,9,B,medium,13,56,PO-792954,standard
APT-000856,2026-03-15,2026-03-15 09:00,CAR-027,Atlas Logistics,8,D,small,8,30,PO-184366,standard
APT-000857,2026-03-15,2026-03-15 11:30,CAR-002,Blue Ridge Logistics,6,D,large,45,97,PO-980633,hot
APT-000858,2026-03-15,2026-03-15 11:15,CAR-020,Titan Transport,8,D,medium,18,40,PO-832615,standard
APT-000859,2026-03-15,2026-03-15 07:45,CAR-006,Freightliner Prime,8,B,small,3,31,PO-869926,standard
APT-000860,2026-03-15,2026-03-15 06:00,CAR-008,Horizon Logistics,5,B,small,4,24,PO-811721,standard
APT-000861,2026-03-15,2026-03-15 11:00,CAR-006,Freightliner Prime,10,C,medium,24,60,PO-121581,standard
APT-000862,2026-03-15,2026-03-15 15:00,CAR-006,Freightliner Prime,9,B,medium,24,47,PO-710763,standard
APT-000863,2026-03-15,2026-03-15 20:00,CAR-018,Ridgeline Shipping,2,D,large,32,79,PO-458141,expedited
APT-000864,2026-03-15,2026-03-15 15:15,CAR-001,Apex Freight,3,D,large,51,86,PO-220693,standard
APT-000865,2026-03-16,2026-03-16 11:45,CAR-028,Beacon Express,7,D,medium,20,62,PO-758645,expedited
APT-000866,2026-03-16,2026-03-16 08:45,CAR-019,Summit Logistics,3,A,small,6,21,PO-741728,standard
APT-000867,2026-03-16,2026-03-16 14:00,CAR-010,Juno Carriers,9,B,medium,11,52,PO-120579,standard
APT-000868,2026-03-16,2026-03-16 07:00,CAR-012,Lodestar Freight,7,A,large,42,92,PO-237452,standard
APT-000869,2026-03-16,2026-03-16 07:15,CAR-013,Meridian Movers,6,B,medium,12,48,PO-447408,hot
APT-000870,2026-03-16,2026-03-16 14:45,CAR-003,Coastal Transit Co,5,A,small,7,25,PO-467403,expedited
APT-000871,2026-03-16,2026-03-16 17:30,CAR-016,Pacific Haul,5,A,large,47,74,PO-213446,standard
APT-000872,2026-03-16,2026-03-16 07:30,CAR-024,Xenith Shipping,3,C,small,4,37,PO-702428,hot
APT-000873,2026-03-16,2026-03-16 12:00,CAR-003,Coastal Transit Co,1,A,medium,14,64,PO-700493,standard
APT-000874,2026-03-16,2026-03-16 18:15,CAR-012,Lodestar Freight,8,B,medium,22,53,PO-451921,hot
APT-000875,2026-03-16,2026-03-16 10:15,CAR-014,Northstar Logistics,5,B,large,49,66,PO-912423,standard
APT-000876,2026-03-16,2026-03-16 15:45,CAR-011,Keystone Transit,3,B,small,10,35,PO-932314,expedited
APT-000877,2026-03-16,2026-03-16 20:45,CAR-018,Ridgeline Shipping,6,B,small,9,27,PO-396651,expedited
APT-000878,2026-03-16,2026-03-16 07:15,CAR-008,Horizon Logistics,6,A,large,35,98,PO-502593,standard
APT-000879,2026-03-16,2026-03-16 11:00,CAR-003,Coastal Transit Co,2,B,medium,20,56,PO-656825,expedited
APT-000880,2026-03-16,2026-03-16 12:45,CAR-003,Coastal Transit Co,10,D,small,8,37,PO-471649,expedited
APT-000881,2026-03-16,2026-03-16 16:00,CAR-016,Pacific Haul,4,D,medium,22,39,PO-795636,standard
APT-000882,2026-03-16,2026-03-16 14:00,CAR-029,Crest Transport,9,B,large,35,79,PO-406219,standard
APT-000883,2026-03-16,2026-03-16 14:30,CAR-009,Ironside Shipping,6,A,small,1,20,PO-975060,expedited
APT-000884,2026-03-16,2026-03-16 16:15,CAR-027,Atlas Logistics,10,A,small,6,21,PO-705353,standard
APT-000885,2026-03-16,2026-03-16 19:30,CAR-025,Yukon Haulers,4,A,small,9,28,PO-821681,standard
APT-000886,2026-03-17,2026-03-17 13:00,CAR-020,Titan Transport,1,B,small,9,27,PO-169189,standard
APT-000887,2026-03-17,2026-03-17 17:30,CAR-024,Xenith Shipping,4,D,small,8,23,PO-538393,standard
APT-000888,2026-03-17,2026-03-17 14:30,CAR-008,Horizon Logistics,5,A,large,38,90,PO-867472,standard
APT-000889,2026-03-17,2026-03-17 19:30,CAR-029,Crest Transport,9,D,large,41,68,PO-855570,hot
APT-000890,2026-03-17,2026-03-17 10:45,CAR-008,Horizon Logistics,5,D,medium,11,57,PO-627202,standard
APT-000891,2026-03-17,2026-03-17 06:45,CAR-017,Quantum Freight,9,B,small,5,27,PO-488170,expedited
APT-000892,2026-03-17,2026-03-17 09:45,CAR-028,Beacon Express,4,D,small,10,20,PO-701691,standard
APT-000893,2026-03-17,2026-03-17 21:15,CAR-026,Zenith Transit,7,B,medium,20,56,PO-450480,standard
APT-000894,2026-03-17,2026-03-17 15:45,CAR-030,Drift Logistics,6,C,large,31,61,PO-303183,standard
APT-000895,2026-03-17,2026-03-17 15:45,CAR-019,Summit Logistics,10,B,small,2,25,PO-384037,hot
APT-000896,2026-03-17,2026-03-17 17:15,CAR-017,Quantum Freight,4,D,medium,24,37,PO-607346,expedited
APT-000897,2026-03-17,2026-03-17 13:15,CAR-025,Yukon Haulers,10,B,small,1,21,PO-638283,expedited
APT-000898,2026-03-17,2026-03-17 17:15,CAR-014,Northstar Logistics,2,B,medium,20,56,PO-934523,standard
APT-000899,2026-03-17,2026-03-17 12:45,CAR-026,Zenith Transit,7,A,large,31,89,PO-539741,standard
APT-000900,2026-03-17,2026-03-17 11:00,CAR-001,Apex Freight,1,B,large,30,98,PO-723343,expedited
APT-000901,2026-03-17,2026-03-17 07:15,CAR-004,Delta Haulers,4,C,large,42,74,PO-279142,hot
APT-000902,2026-03-17,2026-03-17 08:30,CAR-016,Pacific Haul,10,B,small,3,22,PO-247081,standard
APT-000903,2026-03-17,2026-03-17 15:45,CAR-008,Horizon Logistics,8,B,large,42,55,PO-557825,standard
APT-000904,2026-03-17,2026-03-17 11:30,CAR-006,Freightliner Prime,10,A,small,8,36,PO-707488,hot
APT-000905,2026-03-17,2026-03-17 09:30,CAR-010,Juno Carriers,8,A,large,34,97,PO-497104,standard
APT-000906,2026-03-17,2026-03-17 11:45,CAR-001,Apex Freight,7,A,small,10,30,PO-612505,expedited
APT-000907,2026-03-17,2026-03-17 15:00,CAR-004,Delta Haulers,1,B,medium,19,55,PO-564412,expedited
APT-000908,2026-03-17,2026-03-17 15:15,CAR-005,Eastern Express,4,C,small,7,28,PO-996144,expedited
APT-000909,2026-03-17,2026-03-17 20:45,CAR-027,Atlas Logistics,8,A,medium,17,61,PO-193463,hot
APT-000910,2026-03-17,2026-03-17 14:00,CAR-030,Drift Logistics,6,C,medium,13,63,PO-939637,hot
APT-000911,2026-03-17,2026-03-17 13:15,CAR-029,Crest Transport,10,B,medium,15,35,PO-724878,standard
APT-000912,2026-03-17,2026-03-17 14:45,CAR-009,Ironside Shipping,2,B,small,9,36,PO-995460,expedited
APT-000913,2026-03-18,2026-03-18 14:30,CAR-026,Zenith Transit,7,A,large,40,83,PO-833233,hot
APT-000914,2026-03-18,2026-03-18 07:45,CAR-028,Beacon Express,2,A,small,6,37,PO-614147,expedited
APT-000915,2026-03-18,2026-03-18 10:00,CAR-023,Western Freight,7,D,small,7,26,PO-182730,standard
APT-000916,2026-03-18,2026-03-18 11:30,CAR-030,Drift Logistics,5,D,medium,26,58,PO-363115,standard
APT-000917,2026-03-18,2026-03-18 12:15,CAR-010,Juno Carriers,3,B,small,9,31,PO-308552,expedited
APT-000918,2026-03-18,2026-03-18 09:45,CAR-017,Quantum Freight,5,D,medium,26,62,PO-846223,standard
APT-000919,2026-03-18,2026-03-18 08:00,CAR-011,Keystone Transit,3,C,large,36,93,PO-518432,expedited
APT-000920,2026-03-18,2026-03-18 16:15,CAR-025,Yukon Haulers,6,D,small,4,27,PO-181932,hot
